"indicator","area_name","area_code","area_type","year","period","numerator","measure","lower_confidence_interval","upper_confidence_interval","definition","data_source"
"Alcohol-related hospital admissions","Gorgie West","S02001590","Intermediate zone",2017,"2017/18 financial year",39,1144.55,779.15,1607.27,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Gorgie East","S02001591","Intermediate zone",2017,"2017/18 financial year",36,1280.87,842.52,1845.19,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Shandon","S02001592","Intermediate zone",2017,"2017/18 financial year",3,60.42,8.17,186.12,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Craiglockhart","S02001593","Intermediate zone",2017,"2017/18 financial year",12,241.27,118.46,434.6,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Morningside & Craighouse","S02001594","Intermediate zone",2017,"2017/18 financial year",9,237.31,105.46,455.2,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Greenbank & The Braids","S02001595","Intermediate zone",2017,"2017/18 financial year",0,42.18,4.17,153.96,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Colinton Mains & Firrhill","S02001596","Intermediate zone",2017,"2017/18 financial year",27,726.67,468.68,1068.96,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Oxgangs","S02001597","Intermediate zone",2017,"2017/18 financial year",15,574.2,309.3,969.97,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Comiston & Swanston","S02001598","Intermediate zone",2017,"2017/18 financial year",9,136.49,60.28,262.42,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Fairmilehead","S02001599","Intermediate zone",2017,"2017/18 financial year",15,233.06,126.7,391.97,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Gilmerton South & the Murrays","S02001600","Intermediate zone",2017,"2017/18 financial year",0,80.85,7.75,295.83,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Mortonhall & Anwickhill","S02001601","Intermediate zone",2017,"2017/18 financial year",6,244.43,86.4,524.04,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Gracemount, Southhouse & Burdiehouse","S02001602","Intermediate zone",2017,"2017/18 financial year",45,954.7,694.21,1279.31,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Hyvots & Gilmerton","S02001603","Intermediate zone",2017,"2017/18 financial year",36,925.01,635.24,1296.72,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Fernieside & Moredun South","S02001604","Intermediate zone",2017,"2017/18 financial year",42,1056.19,760.36,1428.67,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Moredun & Craigour","S02001605","Intermediate zone",2017,"2017/18 financial year",39,1215.11,860.04,1664.75,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Liberton East","S02001606","Intermediate zone",2017,"2017/18 financial year",0,78.57,7.27,288.25,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Liberton West & Braid Hills","S02001607","Intermediate zone",2017,"2017/18 financial year",33,773.7,520.84,1101.72,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","The Inch","S02001608","Intermediate zone",2017,"2017/18 financial year",30,683.49,459.41,976.6,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Blackford, West Mains & Mayfield Road","S02001609","Intermediate zone",2017,"2017/18 financial year",30,454.22,301.61,655.69,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Prestonfield","S02001610","Intermediate zone",2017,"2017/18 financial year",15,439.06,232.03,748.37,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Newington & Dalkeith Road","S02001611","Intermediate zone",2017,"2017/18 financial year",18,464.76,234.79,795.67,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","The Grange","S02001612","Intermediate zone",2017,"2017/18 financial year",9,209.51,99.92,385.94,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Marchmont East & Sciennes","S02001613","Intermediate zone",2017,"2017/18 financial year",18,591.35,347.74,934.99,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Marchmont West","S02001614","Intermediate zone",2017,"2017/18 financial year",6,112.23,23.32,287.19,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Morningside","S02001615","Intermediate zone",2017,"2017/18 financial year",21,390.52,237.87,603.96,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Merchiston & Greenhill","S02001616","Intermediate zone",2017,"2017/18 financial year",12,232.86,114.82,418.67,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Bruntsfield","S02001617","Intermediate zone",2017,"2017/18 financial year",9,212.43,79.48,426.45,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Polwarth","S02001618","Intermediate zone",2017,"2017/18 financial year",12,328.21,133.29,635.04,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Dalry & Fountainbridge","S02001619","Intermediate zone",2017,"2017/18 financial year",96,1880.8,1457.59,2373.43,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Tollcross-City of Edinburgh","S02001620","Intermediate zone",2017,"2017/18 financial year",30,892.8,577.57,1307.01,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Meadows & Southside","S02001621","Intermediate zone",2017,"2017/18 financial year",12,342.56,118.68,688.13,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Old Town, Princes Street & Leith Street","S02001622","Intermediate zone",2017,"2017/18 financial year",57,1300.7,926.55,1756.55,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Canongate, Southside & Dumbiedykes","S02001623","Intermediate zone",2017,"2017/18 financial year",48,1166.38,801.31,1619.18,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Abbeyhill","S02001624","Intermediate zone",2017,"2017/18 financial year",24,1188.43,742.97,1793.16,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Meadowbank & Abbeyhill North","S02001625","Intermediate zone",2017,"2017/18 financial year",18,389.85,217.51,637.84,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Willowbrae & Duddingston Village","S02001626","Intermediate zone",2017,"2017/18 financial year",18,431.21,250.89,688,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Craigmillar","S02001627","Intermediate zone",2017,"2017/18 financial year",36,1110.78,749.11,1576.37,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Niddrie","S02001628","Intermediate zone",2017,"2017/18 financial year",33,901.2,615.63,1270.21,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Bingham, Magdalene & The Christians","S02001629","Intermediate zone",2017,"2017/18 financial year",24,735.7,468.98,1097.77,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Jewel, Brunstane & Newcraighall","S02001630","Intermediate zone",2017,"2017/18 financial year",12,338.78,162.45,616.34,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Joppa","S02001631","Intermediate zone",2017,"2017/18 financial year",15,272.63,155.38,443.27,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Portobello","S02001632","Intermediate zone",2017,"2017/18 financial year",21,430.86,264.28,661.86,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Duddingston & Portobello South","S02001633","Intermediate zone",2017,"2017/18 financial year",12,272.7,131.49,494.98,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Mountcastle","S02001634","Intermediate zone",2017,"2017/18 financial year",3,109.74,21.12,322.88,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Northfield & Piershill","S02001635","Intermediate zone",2017,"2017/18 financial year",24,747.37,473.12,1117.34,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Craigentinny","S02001636","Intermediate zone",2017,"2017/18 financial year",6,181.38,60.54,405.36,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Restalrig (Loganlea) & Craigentinny West","S02001637","Intermediate zone",2017,"2017/18 financial year",30,965.41,638.42,1395.06,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Restalrig & Lochend","S02001638","Intermediate zone",2017,"2017/18 financial year",45,1036.2,746.58,1398,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Leith (Hermitage & Prospect Bank)","S02001639","Intermediate zone",2017,"2017/18 financial year",27,605.57,394.63,886.9,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Western Harbour & Leith Docks","S02001640","Intermediate zone",2017,"2017/18 financial year",12,387.42,151.61,758.61,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","North Leith & Newhaven","S02001641","Intermediate zone",2017,"2017/18 financial year",60,1097.41,821.99,1431.82,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","The Shore & Constitution Street","S02001642","Intermediate zone",2017,"2017/18 financial year",57,1318.58,933.47,1787.78,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Great Junction Street","S02001643","Intermediate zone",2017,"2017/18 financial year",48,1076.26,759.31,1470.28,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","South Leith","S02001644","Intermediate zone",2017,"2017/18 financial year",57,1558.15,1162.74,2040.76,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Easter Road & Hawkhill Avenue","S02001645","Intermediate zone",2017,"2017/18 financial year",27,860.74,519.89,1317.88,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Leith (Albert Street)","S02001646","Intermediate zone",2017,"2017/18 financial year",42,1322.75,877.63,1884.78,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Hillside & Calton Hill","S02001647","Intermediate zone",2017,"2017/18 financial year",24,544.85,335.37,827.45,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Pilrig","S02001648","Intermediate zone",2017,"2017/18 financial year",33,1042.75,696.79,1489.8,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Bonnington","S02001649","Intermediate zone",2017,"2017/18 financial year",30,876.59,574.92,1274.85,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Trinity East & The Dudleys","S02001650","Intermediate zone",2017,"2017/18 financial year",24,636.82,404.39,952.34,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Trinity","S02001651","Intermediate zone",2017,"2017/18 financial year",15,332.02,187.7,542.05,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Inverleith, Goldenacre & Warriston","S02001652","Intermediate zone",2017,"2017/18 financial year",6,144.66,37.56,355.42,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Broughton North & Powderhall","S02001653","Intermediate zone",2017,"2017/18 financial year",27,734.22,467.53,1091.89,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Broughton South","S02001654","Intermediate zone",2017,"2017/18 financial year",15,286.48,143.74,499.72,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","New Town East & Gayfield","S02001655","Intermediate zone",2017,"2017/18 financial year",12,560.04,240.62,1062.85,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","New Town West","S02001656","Intermediate zone",2017,"2017/18 financial year",27,762.31,503.37,1105.86,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Canonmills & New Town North","S02001657","Intermediate zone",2017,"2017/18 financial year",6,269.75,95.35,578.31,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Stockbridge","S02001658","Intermediate zone",2017,"2017/18 financial year",18,358.08,210.26,568.59,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Comely Bank","S02001659","Intermediate zone",2017,"2017/18 financial year",6,219.62,54.46,544.63,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Deans Village","S02001660","Intermediate zone",2017,"2017/18 financial year",30,404.29,261.96,592.18,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Balgreen & Roseburn","S02001661","Intermediate zone",2017,"2017/18 financial year",15,386.46,204.05,659,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Murrayfield & Ravelston","S02001662","Intermediate zone",2017,"2017/18 financial year",12,271.94,135.33,482.82,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Craigleith, Orchard Brae & Crewe Toll","S02001663","Intermediate zone",2017,"2017/18 financial year",6,153.06,51.9,340.55,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Blackhall","S02001664","Intermediate zone",2017,"2017/18 financial year",12,215.1,113.29,369.57,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Drylaw","S02001665","Intermediate zone",2017,"2017/18 financial year",30,625.24,414.6,903.33,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","West Pilton","S02001666","Intermediate zone",2017,"2017/18 financial year",33,772.04,505.95,1118.62,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Boswall & Pilton","S02001667","Intermediate zone",2017,"2017/18 financial year",15,342.89,187.35,569.25,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Granton South & Wardieburn","S02001668","Intermediate zone",2017,"2017/18 financial year",36,1322.82,912.93,1850.49,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Granton & Royston Mains","S02001669","Intermediate zone",2017,"2017/18 financial year",21,591.13,361.85,906.69,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Granton West & Salvesen","S02001670","Intermediate zone",2017,"2017/18 financial year",30,814.21,532.28,1186.4,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Muirhouse-City of Edinburgh","S02001671","Intermediate zone",2017,"2017/18 financial year",45,1015.25,677.31,1438.47,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Silverknowes & Davidson's Mains","S02001672","Intermediate zone",2017,"2017/18 financial year",15,350.42,196.41,574.56,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Cramond","S02001673","Intermediate zone",2017,"2017/18 financial year",6,239.76,93.49,498.57,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Barnton, Cammo & Cramond South","S02001674","Intermediate zone",2017,"2017/18 financial year",12,290.52,149.74,504.11,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Clermiston & Drumbrae","S02001675","Intermediate zone",2017,"2017/18 financial year",42,723.49,520.25,978.69,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","East Craigs North","S02001676","Intermediate zone",2017,"2017/18 financial year",12,219.79,108.85,394.42,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","East Craigs South","S02001677","Intermediate zone",2017,"2017/18 financial year",15,312.64,176.92,510.16,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Corstorphine North","S02001678","Intermediate zone",2017,"2017/18 financial year",12,303.42,153.9,534.22,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Corstorphine","S02001679","Intermediate zone",2017,"2017/18 financial year",15,255.21,138.54,429.53,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Carrick Knowe","S02001680","Intermediate zone",2017,"2017/18 financial year",6,250.1,97.26,520.51,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Corstorphine South","S02001681","Intermediate zone",2017,"2017/18 financial year",18,438.86,245.65,716.88,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","South Gyle","S02001682","Intermediate zone",2017,"2017/18 financial year",18,412.77,238.52,658.56,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Ratho, Ingliston & Gogar","S02001683","Intermediate zone",2017,"2017/18 financial year",12,321.16,164.26,563.37,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Dalmeny, Kirkliston & Newbridge","S02001684","Intermediate zone",2017,"2017/18 financial year",24,346.61,219.59,519.04,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Queensferry East","S02001685","Intermediate zone",2017,"2017/18 financial year",9,205.36,97.58,378.88,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Queensferry West","S02001686","Intermediate zone",2017,"2017/18 financial year",12,340.89,160.99,624.08,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Barra & South Uist","S02001687","Intermediate zone",2017,"2017/18 financial year",33,1143.73,769.12,1631.66,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Benbecula & North Uist","S02001688","Intermediate zone",2017,"2017/18 financial year",45,1389.07,1003.63,1870.58,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Harris","S02001689","Intermediate zone",2017,"2017/18 financial year",6,364.87,123.23,792.4,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","South Lewis","S02001690","Intermediate zone",2017,"2017/18 financial year",6,199.94,64.16,451.59,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Northwest Lewis","S02001691","Intermediate zone",2017,"2017/18 financial year",21,501.25,299.15,781.53,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Broadbay","S02001692","Intermediate zone",2017,"2017/18 financial year",12,342.99,174.33,603.34,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Stornoway West","S02001693","Intermediate zone",2017,"2017/18 financial year",39,1289.99,918.38,1760.58,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Stornoway East","S02001694","Intermediate zone",2017,"2017/18 financial year",18,705.59,417.06,1112.58,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Point","S02001695","Intermediate zone",2017,"2017/18 financial year",15,471.49,267.64,768.16,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Dunipace","S02001696","Intermediate zone",2017,"2017/18 financial year",33,941.83,641.09,1333.55,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Fankerton, Stoneywood & Denny Town","S02001697","Intermediate zone",2017,"2017/18 financial year",18,453.41,267.95,717.52,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Denny-Nethermains","S02001698","Intermediate zone",2017,"2017/18 financial year",21,552.79,338.45,850.03,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Head of Muir & Dennyloanhead","S02001699","Intermediate zone",2017,"2017/18 financial year",6,172.52,60.62,379.93,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Banknock, Haggs & Longcroft","S02001700","Intermediate zone",2017,"2017/18 financial year",9,228.35,103.39,434.85,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Bonnybridge","S02001701","Intermediate zone",2017,"2017/18 financial year",54,1143.5,852.79,1500.3,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","High Bonnybridge & Greenhill","S02001702","Intermediate zone",2017,"2017/18 financial year",15,416.21,222.88,705.04,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Larbert-North Broomage & Inches","S02001703","Intermediate zone",2017,"2017/18 financial year",30,541.3,353.8,788.84,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Larbert-South Broomage & Village","S02001704","Intermediate zone",2017,"2017/18 financial year",12,286.06,144.45,504.65,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Stenhousemuir West","S02001705","Intermediate zone",2017,"2017/18 financial year",21,721.54,440.3,1111.56,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Stenhousemuir East","S02001706","Intermediate zone",2017,"2017/18 financial year",21,565.77,342.03,878.59,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Stenhousemuir-Antonshill","S02001707","Intermediate zone",2017,"2017/18 financial year",6,162.96,64.31,337.51,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Carron","S02001708","Intermediate zone",2017,"2017/18 financial year",9,348.91,155.33,668.79,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Carronshore","S02001709","Intermediate zone",2017,"2017/18 financial year",18,619,364.34,981.66,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Carse & Grangemouth Old Town","S02001710","Intermediate zone",2017,"2017/18 financial year",6,119.45,38.24,279.26,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Falkirk-Bainsford & Langlees","S02001711","Intermediate zone",2017,"2017/18 financial year",45,1271.5,927.45,1700.23,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Falkirk-Merchiston & New Carron Village","S02001712","Intermediate zone",2017,"2017/18 financial year",24,539.58,334.57,819.75,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Falkirk-Grahamston","S02001713","Intermediate zone",2017,"2017/18 financial year",36,957.66,667.6,1329.75,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Falkirk-Middlefield","S02001714","Intermediate zone",2017,"2017/18 financial year",33,667.01,454.73,943.52,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Falkirk-Town Centre & Callendar Park","S02001715","Intermediate zone",2017,"2017/18 financial year",42,952.51,671.02,1307.94,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Falkirk-Bantaskin","S02001716","Intermediate zone",2017,"2017/18 financial year",15,468.54,265.29,764.34,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Falkirk-Camelon East","S02001717","Intermediate zone",2017,"2017/18 financial year",21,610.27,365.21,952.91,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Falkirk-Camelon West","S02001718","Intermediate zone",2017,"2017/18 financial year",15,558.86,304.58,933.58,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Falkirk-Tamfourhill","S02001719","Intermediate zone",2017,"2017/18 financial year",27,1005.43,650.69,1481.19,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Falkirk-Lochgreen & Lionthorn","S02001720","Intermediate zone",2017,"2017/18 financial year",0,58.16,4.13,217.03,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Hallglen & Glen Village","S02001721","Intermediate zone",2017,"2017/18 financial year",18,826.67,459.61,1344.43,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Shieldhill","S02001722","Intermediate zone",2017,"2017/18 financial year",9,342.51,145.2,678.8,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Braes Villages","S02001723","Intermediate zone",2017,"2017/18 financial year",27,569.82,372.87,832.5,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Reddingmuirhead & Overton","S02001724","Intermediate zone",2017,"2017/18 financial year",0,34.31,3.84,123.92,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Brightons & Wallacestone","S02001725","Intermediate zone",2017,"2017/18 financial year",9,236.88,112.48,437.13,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Maddiston & Rumford","S02001726","Intermediate zone",2017,"2017/18 financial year",12,247.88,126.69,434.96,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Polmont","S02001727","Intermediate zone",2017,"2017/18 financial year",9,198.54,87.99,381.2,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Redding","S02001728","Intermediate zone",2017,"2017/18 financial year",15,428.87,233.2,721.22,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Laurieston & Westquarter","S02001729","Intermediate zone",2017,"2017/18 financial year",9,305.12,140.58,570.01,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
